path,title,h1,status,owner,audience,source_of_truth,last_reviewed,review_interval_days,line_count,byte_count,risky_terms,broken_local_links,has_front_matter
docs/operations_support/status_communication_contract.md,Status Communication Contract,Status Communication Contract,,,,,,,39,778,,0,False
docs/operations_support/support_sla_policy.md,Support SLA Policy,Support SLA Policy,,,,,,,24,709,,0,False
docs/ops/db_backup.md,Database Backup — EduBoost,Database Backup — EduBoost,,,,,,,49,1899,,0,False
docs/patches/README.md,Archived documentation redirect,Archived documentation redirect,archived,documentation-governance,reviewer,False,2026-06-22,180,25,719,,0,True
docs/popia/README.md,POPIA And Data Rights,POPIA And Data Rights,,,,,,,25,1095,,0,False
docs/popia/popia_data_rights.md,POPIA data-subject-rights workflow,POPIA data-subject-rights workflow,,,,,,,29,1563,,0,False
docs/popia_consent_versioning_design.md,POPIA Consent Versioning Design,POPIA Consent Versioning Design,,,,,,,202,6341,,0,False
docs/popia_erasure.md,Runbook: POPIA Right-to-Erasure Request,Runbook: POPIA Right-to-Erasure Request,,,,,,,88,2400,,0,False
docs/popia_erasure_cascade_matrix.md,POPIA Erasure Cascade Matrix,POPIA Erasure Cascade Matrix,,,,,,,173,6382,,0,False
docs/popia_export_data_inventory.md,POPIA Export Data Inventory,POPIA Export Data Inventory,,,,,,,270,11969,,0,False
docs/pr/README.md,Archived documentation redirect,Archived documentation redirect,archived,documentation-governance,reviewer,False,2026-06-22,180,25,715,,0,True
docs/privacy/information_officer.md,Information Officer Contact,Information Officer Contact,,,,,,,79,3347,,0,False
docs/product/README.md,Product Documentation Index,Product Documentation,active,product,product,True,2026-06-22,60,22,724,,0,True
docs/product/ai_transparency_faq.md,AI Transparency FAQ — EduBoost,AI Transparency FAQ — EduBoost,,,,,,,156,4511,,2,False
docs/product/differentiation_strategy.md,Future differentiation strategy,Future differentiation strategy,,,,,,,22,773,,0,False
docs/product/faq.md,Frequently Asked Questions — EduBoost,Frequently Asked Questions — EduBoost,,,,,,,147,3864,,0,False
docs/product/launch_scope.md,EduBoost beta launch scope,EduBoost beta launch scope,,,,,,,30,1749,,0,False
docs/product/learner_guide.md,Learner Guide — EduBoost,Learner Guide — EduBoost,,,,,,,154,3826,,0,False
docs/product/parent_guide.md,Parent/Guardian Guide — EduBoost,Parent/Guardian Guide — EduBoost,,,,,,,164,3921,,0,False
docs/product/pricing_faq.md,Pricing FAQ — EduBoost,Pricing FAQ — EduBoost,,,,,,,132,2951,,0,False
docs/product/pricing_operations.md,Pricing operations and refund process,Pricing operations and refund process,,,,,,,26,1167,,0,False
docs/product/product_overview.md,EduBoost Product Overview,EduBoost Product Overview,,,,,,,119,4031,,0,False
docs/product/roadmap.md,Transparent product roadmap,Transparent product roadmap,,,,,,,26,957,,0,False
docs/product/teacher_guide.md,Teacher Guide — EduBoost,Teacher Guide — EduBoost,,,,,,,168,4131,,0,False
docs/production_readiness_roadmap.md,EduBoost V2 Production Readiness Roadmap,EduBoost V2 Production Readiness Roadmap,,,,,,,276,10997,,0,False
docs/project/status.md,Status,Status,,,,,,,10,698,,0,False
docs/project_status.md,Project Status,Project Status,,,,,,,481,19700,production-ready;release-ready,3,False
docs/reference/api_v2.md,FastAPI Entrypoint,FastAPI Entrypoint,,,,,,,7,85,,0,False
docs/reference/api_v2_routers.md,API Routers,API Routers,,,,,,,45,776,,0,False
docs/reference/app/core/config.md,Core Config,Core Config,,,,,,,4,35,,0,False
docs/reference/app/core/security.md,Security,Security,,,,,,,4,34,,0,False
docs/reference/app/domain/entities.md,Domain Entities,Domain Entities,,,,,,,4,43,,0,False
docs/reference/app/services/assessment_service_v2.md,Assessment Service V2,Assessment Service V2,,,,,,,4,64,,0,False
docs/reference/app/services/audit_service.md,Audit Service,Audit Service,,,,,,,4,48,,0,False
docs/reference/app/services/auth_service.md,Auth Service,Auth Service,,,,,,,4,46,,0,False
docs/reference/app/services/diagnostic_service_v2.md,Diagnostic Service V2,Diagnostic Service V2,,,,,,,4,64,,0,False
docs/reference/app/services/gamification_service_v2.md,Gamification Service V2,Gamification Service V2,,,,,,,4,68,,0,False
docs/reference/app/services/learner_service.md,Learner Service,Learner Service,,,,,,,4,52,,0,False
docs/reference/app/services/lesson_service_v2.md,Lesson Service V2,Lesson Service V2,,,,,,,4,56,,0,False
docs/reference/app/services/parent_report_service_v2.md,Parent Report Service V2,Parent Report Service V2,,,,,,,4,70,,0,False
docs/reference/app/services/quota_service.md,Quota Service,Quota Service,,,,,,,4,48,,0,False
docs/reference/app/services/study_plan_service_v2.md,Study Plan Service V2,Study Plan Service V2,,,,,,,4,64,,0,False
docs/reference/app/services/system_service_v2.md,System Service V2,System Service V2,,,,,,,4,56,,0,False
docs/reference/core.md,Core Runtime,Core Runtime,,,,,,,39,749,,0,False
docs/reference/domain.md,Domain Models,Domain Models,,,,,,,12,283,,0,False
docs/reference/modules.md,Learning Engines,Learning Engines,,,,,,,21,436,,0,False
docs/reference/repositories.md,Repositories,Repositories,,,,,,,16,488,,0,False
docs/reference/services.md,Services,Services,,,,,,,26,807,,0,False
docs/release/DB_BACKUP_RESTORE_ROLLBACK_DRILL_README.md,DB Backup/Restore/Rollback Drill — Troubleshooting & Runbook,DB Backup/Restore/Rollback Drill — Troubleshooting & Runbook,,,,,,,215,11389,,0,False
docs/release/EVIDENCE_INDEX.md,EduBoost V2 Release Evidence Index,EduBoost V2 Release Evidence Index,,,,,,,1682,51990,release-ready,0,False
docs/release/EduBoost_V2_Comparative_Audit_Report.md,EduBoost SA V2 — Comparative Technical Audit Report,EduBoost SA V2 — Comparative Technical Audit Report,,,,,,,248,18013,production-ready,0,False
docs/release/EduBoost_V2_Final_Technical_Assessment.md,EduBoost V2 Final Technical Assessment,EduBoost V2 Final Technical Assessment,,,,,,,37,2216,,0,False
docs/release/EduBoost_V2_North_Star_TODO.md,EduBoost V2 North-Star TODO,EduBoost V2 North-Star TODO,,,,,,,82,2651,,0,False
docs/release/EduBoost_V2_North_Star_TODO_2026-05-22.md,EduBoost V2 North Star TODO - 2026-05-22,EduBoost V2 North Star TODO - 2026-05-22,,,,,,,149,12744,production-ready,0,False
docs/release/EduBoost_V2_Post_Baseline_Remediation_Roadmap.md,EduBoost V2 — Post-Baseline Remediation and Execution Roadmap,EduBoost V2 — Post-Baseline Remediation and Execution Roadmap,,,,,,,285,14566,,0,False
docs/release/EduBoost_V2_Production_Readiness_Status_Report.md,EduBoost V2 Production-Readiness Status Report,EduBoost V2 Production-Readiness Status Report,,,,,,,31,1078,,0,False
docs/release/EduBoost_V2_Production_Readiness_Technical_Assessment.md,EduBoost V2 — Production Readiness Technical Assessment,EduBoost V2 — Production Readiness Technical Assessment,,,,,,,520,17986,,0,False
docs/release/EduBoost_V2_Release_Owner_Go_No_Go_Memo.md,EduBoost V2 Release-Owner Go/No-Go Memo,EduBoost V2 Release-Owner Go/No-Go Memo,,,,,,,30,975,,0,False
docs/release/EduBoost_V2_Remaining_External_Evidence_Checklist.md,EduBoost V2 Remaining External Evidence Checklist,EduBoost V2 Remaining External Evidence Checklist,,,,,,,53,1700,,0,False
docs/release/EduBoost_V2_Technical_Report.md,EduBoost SA V2 — Comprehensive Technical Report,EduBoost SA V2 — Comprehensive Technical Report,,,,,,,368,23015,,0,False
docs/release/EduBoost_V2_Technical_Report_v2.md,EduBoost SA V2 — Comprehensive Technical Assessment Report,EduBoost SA V2 — Comprehensive Technical Assessment Report,,,,,,,762,40174,,0,False
docs/release/PHASE_2_REVIEW_RESOLUTION.md,Phase 2 Review Implementation — Summary,Phase 2 Review Implementation — Summary,,,,,,,182,6863,,0,False
docs/release/PR-002R_EVIDENCE.md,PR-002R Release Evidence Index,PR-002R Release Evidence Index,,,,,,,72,2426,,0,False
docs/release/PR-003A_data_integrity_baseline_handover.md,PR-003A — Data Integrity Baseline: Handover,PR-003A — Data Integrity Baseline: Handover,,,,,,,109,4323,,0,False
docs/release/PR-003B_uuid_rollout_reviewer_id_discovery.md,PR-003B: UUID Rollout — reviewer_id Discovery,PR-003B: UUID Rollout — reviewer_id Discovery,,,,,,,33,1187,,0,False
docs/release/PR-004_SUMMARY.md,"PR-004 Summary: Auth, Authorization, and POPIA Runtime Hardening","PR-004 Summary: Auth, Authorization, and POPIA Runtime Hardening",,,,,,,185,7161,,0,False
docs/release/PR-004_auth_inventory.md,PR-004 Auth Usage Inventory,PR-004 Auth Usage Inventory,,,,,,,203,6761,,0,False
docs/release/PR-004_consent_inventory.md,PR-004 Consent Code Inventory,PR-004 Consent Code Inventory,,,,,,,360,9814,,0,False
docs/release/PR-004_duplicate_service_inventory.md,PR-004 Duplicate Service Inventory,PR-004 Duplicate Service Inventory,,,,,,,210,9526,,0,False
docs/release/PR-004_lesson_inventory.md,PR-004 Lesson Route Inventory,PR-004 Lesson Route Inventory,,,,,,,253,7371,,0,False
docs/release/RC_BACKEND_RISK_REGISTER.md,Backend Risk Register,Backend Risk Register,,,,,,,177,7976,,0,False
docs/release/README_LFS.md,Git LFS Large Files,Git LFS Large Files,,,,,,,21,574,,0,False
docs/release/alertmanager_drill_evidence.md,Alertmanager Drill Evidence,Alertmanager Drill Evidence,,,,,,,12,242,,0,False
docs/release/answer_key_validation_plan.md,Answer-Key Validation Plan,Answer-Key Validation Plan,,,,,,,29,940,,0,False
docs/release/approval_evidence_status.md,Approval Evidence Status,Approval Evidence Status,,,,,,,35,1296,,0,False
docs/release/arq_consent_job_repair_report.md,ARQ Consent Job Repair Report,ARQ Consent Job Repair Report,,,,,,,11,340,,0,False
docs/release/arq_dependency_worker_import_repair_report.md,ARQ Dependency and Worker Import Repair Report,ARQ Dependency and Worker Import Repair Report,,,,,,,23,520,,0,False
docs/release/audit_baseline_refresh_status.md,Audit Baseline Refresh Status,Audit Baseline Refresh Status,,,,,,,72,3596,,0,False
docs/release/audit_callsite_inventory.md,Archived documentation redirect,Archived documentation redirect,archived,documentation-governance,reviewer,False,2026-06-22,180,25,842,,0,True
docs/release/audit_callsite_migration_slice_002.md,Audit Call-Site Migration Slice 002,Audit Call-Site Migration Slice 002,,,,,,,15,482,,0,False
docs/release/audit_candidate_execution_ledger.md,Audit Candidate Execution Ledger,Audit Candidate Execution Ledger,,,,,,,15,451,,0,False
docs/release/audit_canonicalization_implementation_checklist.md,Audit Canonicalization Implementation Checklist,Audit Canonicalization Implementation Checklist,,,,,,,22,957,,0,False
docs/release/audit_canonicalization_migration_registry.md,Audit Canonicalization Migration Registry,Audit Canonicalization Migration Registry,,,,,,,16,643,,0,False
docs/release/audit_canonicalization_slice_001.md,Audit Canonicalization Slice 001,Audit Canonicalization Slice 001,,,,,,,18,634,,0,False
docs/release/audit_repository_compatibility_contract.md,Audit Repository Compatibility Contract,Audit Repository Compatibility Contract,,,,,,,32,1079,,0,False
docs/release/audit_runtime_integration_target_map.md,Audit Runtime Integration Target Map,Audit Runtime Integration Target Map,,,,,,,14,351,,0,False
docs/release/audit_trail_index.md,Release Audit Trail Index,Release Audit Trail Index,,,,,,,21,1219,,0,False
docs/release/audit_write_runtime_evidence_status.md,Audit Write Runtime Evidence Status,Audit Write Runtime Evidence Status,,,,,,,39,1153,,0,False
docs/release/auth_db_lifecycle_proof_report.md,Auth DB Lifecycle Proof Report,Auth DB Lifecycle Proof Report,,,,,,,28,842,,0,False
docs/release/auth_forward_ref_repair_report.md,Auth Forward-Reference Repair Report,Auth Forward-Reference Repair Report,,,,,,,16,301,,0,False
docs/release/auth_http_success_scope_report.md,Auth HTTP Success Scope Report,Auth HTTP Success Scope Report,,,,,,,32,1318,,0,False
docs/release/auth_lifecycle_http_proof_status.md,Auth Lifecycle HTTP Route Proof Status,Auth Lifecycle HTTP Route Proof Status,,,,,,,27,1192,,0,False
docs/release/auth_lifecycle_method_extraction_repair_report.md,Auth Lifecycle Method Extraction Repair Report,Auth Lifecycle Method Extraction Repair Report,,,,,,,18,580,,0,False
docs/release/auth_lifecycle_semantic_proof_status.md,Auth Lifecycle Controlled Semantic Proof Status,Auth Lifecycle Controlled Semantic Proof Status,,,,,,,35,1485,,0,False
docs/release/auth_lifecycle_service_ownership_report.md,Auth Lifecycle Service Ownership Report,Auth Lifecycle Service Ownership Report,,,,,,,6,110,,0,False
docs/release/auth_refresh_db_evidence_status.md,Auth Refresh DB Evidence Status,Auth Refresh DB Evidence Status,,,,,,,33,1290,,0,False
docs/release/auth_refresh_db_proof_evidence.md,Auth Refresh DB Proof Evidence,Auth Refresh DB Proof Evidence,,,,,,,38,1037,,0,False
docs/release/auth_refresh_db_proof_status.md,Auth Refresh DB Proof Status,Auth Refresh DB Proof Status,,,,,,,43,1380,,0,False
docs/release/auth_repository_fixture_proof_report.md,Auth Repository Fixture Proof Report,Auth Repository Fixture Proof Report,,,,,,,20,631,,0,False
docs/release/auth_route_logout_delegate_status.md,Auth Route Logout/Revoke Delegation Status,Auth Route Logout/Revoke Delegation Status,,,,,,,22,606,,0,False
docs/release/auth_route_service_dependency_repair_status.md,Auth Route Service Dependency Repair Status,Auth Route Service Dependency Repair Status,,,,,,,28,845,,0,False
docs/release/auth_route_transaction_live_db_evidence.md,Auth Route Transaction Live DB Evidence,Auth Route Transaction Live DB Evidence,,,,,,,28,623,,0,False
docs/release/auth_route_transaction_slice_report.md,Auth Route Transaction Slice Report,Auth Route Transaction Slice Report,,,,,,,45,1572,,0,False
docs/release/auth_router_boundary_introspection.md,Auth Router Boundary Introspection,Auth Router Boundary Introspection,,,,,,,27,1176,,0,False
docs/release/auth_router_boundary_repair_report.md,Auth Router Boundary Repair Report,Auth Router Boundary Repair Report,,,,,,,15,577,,0,False
docs/release/auth_service_cleanup_status.md,Auth Service Cleanup Status,Auth Service Cleanup Status,,,,,,,36,699,,0,False
docs/release/auth_service_extraction_repair_report.md,Auth Service Extraction Repair Report,Auth Service Extraction Repair Report,,,,,,,22,724,,0,False
docs/release/auth_token_claims_introspection.md,Auth Token Claims Introspection,Auth Token Claims Introspection,,,,,,,26,526,,0,False
docs/release/auth_token_claims_repair_report.md,Auth Token Claims Repair Report,Auth Token Claims Repair Report,,,,,,,17,502,,0,False
docs/release/backend_adapter_wiring_service_contract.md,Backend Adapter Wiring Service Contract,Backend Adapter Wiring Service Contract,,,,,,,12,417,,0,False
docs/release/backend_consolidation_decision_record.md,Backend Consolidation Decision Record,Backend Consolidation Decision Record,,,,,,,44,1859,,0,False
docs/release/backend_consolidation_diagnostic_report.md,Backend Consolidation Diagnostic Report,Backend Consolidation Diagnostic Report,,,,,,,232,9066,,0,False
docs/release/backend_consolidation_dragons.md,Backend Consolidation Dragons,Backend Consolidation Dragons,,,,,,,66,2693,,0,False
docs/release/backend_consolidation_evidence_manifest.md,Backend Consolidation Evidence Manifest,Backend Consolidation Evidence Manifest,,,,,,,35,3640,,0,False
docs/release/backend_consolidation_execution_packet.md,Backend Consolidation Execution Packet,Backend Consolidation Execution Packet,,,,,,,26,1359,,0,False
docs/release/backend_consolidation_execution_report.md,Backend Consolidation Execution Report,Backend Consolidation Execution Report,,,,,,,131,7024,,0,False
docs/release/backend_consolidation_implementation_foundation.md,Backend Consolidation Implementation Foundation,Backend Consolidation Implementation Foundation,,,,,,,32,1124,,0,False
docs/release/backend_consolidation_implementation_foundation_report.md,Backend Consolidation Implementation Foundation Report,Backend Consolidation Implementation Foundation Report,,,,,,,209,12888,,0,False
docs/release/backend_consolidation_implementation_progress.md,Backend Consolidation Implementation Progress,Backend Consolidation Implementation Progress,,,,,,,28,960,,0,False
docs/release/backend_consolidation_progress_report.md,Backend Consolidation Progress Report,Backend Consolidation Progress Report,,,,,,,82,3893,,0,False
docs/release/backend_consolidation_readiness_matrix.md,Backend Consolidation Readiness Matrix,Backend Consolidation Readiness Matrix,,,,,,,27,1795,,0,False
docs/release/backend_consolidation_readiness_report.md,Backend Consolidation Readiness Report,Backend Consolidation Readiness Report,,,,,,,66,2850,,0,False
docs/release/backend_consolidation_terminal_packet.md,Backend Consolidation Terminal Packet,Backend Consolidation Terminal Packet,,,,,,,33,1481,,0,False
docs/release/backend_consolidation_terminal_report.md,Backend Consolidation Terminal Report,Backend Consolidation Terminal Report,,,,,,,168,9156,,0,False
docs/release/backend_data_retention_approval_update.md,Backend Data Retention Approval Update,Backend Data Retention Approval Update,,,,,,,15,402,,0,False
docs/release/backend_data_retention_decision_checklist.md,Backend Data Retention Decision Checklist,Backend Data Retention Decision Checklist,,,,,,,30,1404,,0,False
docs/release/backend_deletion_candidate_inventory.md,Backend Deletion Candidate Inventory,Backend Deletion Candidate Inventory,,,,,,,318975,105050098,,76,False
docs/release/backend_first_wiring_candidate_registry.md,Backend First Wiring Candidate Registry,Backend First Wiring Candidate Registry,,,,,,,16,372,,0,False
docs/release/backend_first_wiring_candidates_report.md,Backend First Wiring Candidates Report,Backend First Wiring Candidates Report,,,,,,,80,5947,,0,False
docs/release/backend_implementation_371_375_report.md,Backend Implementation 371-375 Report,Backend Implementation 371-375 Report,,,,,,,83,3408,,0,False
docs/release/backend_implementation_decision_ledger.md,Backend Implementation Decision Ledger,Backend Implementation Decision Ledger,,,,,,,20,1147,,0,False
docs/release/backend_implementation_manifest_401_420.md,Backend Implementation Manifest 401-420,Backend Implementation Manifest 401-420,,,,,,,15,524,,0,False
docs/release/backend_implementation_slice_371_375.md,Backend Implementation Slice 371-375,Backend Implementation Slice 371-375,,,,,,,18,570,,0,False
docs/release/backend_implementation_slice_391_400.md,Backend Implementation Slice 391-400,Backend Implementation Slice 391-400,,,,,,,27,792,,0,False
docs/release/backend_implementation_slice_431_450.md,Backend Implementation Slice 431-450,Backend Implementation Slice 431-450,,,,,,,22,626,,0,False
docs/release/backend_implementation_terminal_progress_packet.md,Backend Implementation Terminal Progress Packet,Backend Implementation Terminal Progress Packet,,,,,,,30,1049,,0,False
docs/release/backend_runtime_compatibility_contract.md,Backend Runtime Compatibility Contract,Backend Runtime Compatibility Contract,,,,,,,42,1489,,0,False
docs/release/backend_runtime_compatibility_report.md,Backend Runtime Compatibility Report,Backend Runtime Compatibility Report,,,,,,,85,3999,,0,False
docs/release/backend_runtime_enablement_checksum_manifest.md,Backend Runtime Enablement Checksum Manifest,Backend Runtime Enablement Checksum Manifest,,,,,,,15,1488,,0,False
docs/release/backend_runtime_enablement_closure_packet.md,Backend Runtime Enablement Closure Packet,Backend Runtime Enablement Closure Packet,,,,,,,8,347,,0,False
docs/release/backend_runtime_enablement_packet.md,Backend Runtime Enablement Packet,Backend Runtime Enablement Packet,,,,,,,31,1285,,0,False
docs/release/backend_runtime_enablement_report.md,Backend Runtime Enablement Report,Backend Runtime Enablement Report,,,,,,,101,6881,,0,False
docs/release/backend_runtime_integration_checksum_manifest.md,Backend Runtime Integration Checksum Manifest,Backend Runtime Integration Checksum Manifest,,,,,,,12,1109,,0,False
docs/release/backend_runtime_integration_next_pr_queue.md,Backend Runtime Integration Next PR Queue,Backend Runtime Integration Next PR Queue,,,,,,,14,405,,0,False
docs/release/backend_runtime_integration_readiness.md,Backend Runtime Integration Readiness,Backend Runtime Integration Readiness,,,,,,,20,583,,0,False
docs/release/backend_runtime_integration_readiness_report.md,Backend Runtime Integration Readiness Report,Backend Runtime Integration Readiness Report,,,,,,,98,5760,,0,False
docs/release/backend_runtime_integration_status_rollup.md,Backend Runtime Integration Status Rollup,Backend Runtime Integration Status Rollup,,,,,,,20,412,,0,False
docs/release/backend_runtime_probe_contract.md,Backend Runtime Probe Contract,Backend Runtime Probe Contract,,,,,,,25,1140,,0,False
docs/release/backend_runtime_probe_report.md,Backend Runtime Probe Report,Backend Runtime Probe Report,,,,,,,121,6524,,0,False
docs/release/backend_runtime_wiring_cases_report.md,Backend Runtime Wiring Cases Report,Backend Runtime Wiring Cases Report,,,,,,,70,5374,,0,False
docs/release/backend_runtime_wiring_fixture_contract.md,Backend Runtime Wiring Fixture Contract,Backend Runtime Wiring Fixture Contract,,,,,,,20,740,,0,False
docs/release/backend_runtime_wiring_preflight.md,Backend Runtime Wiring Preflight,Backend Runtime Wiring Preflight,,,,,,,21,699,,0,False
docs/release/backend_runtime_wiring_preflight_report.md,Backend Runtime Wiring Preflight Report,Backend Runtime Wiring Preflight Report,,,,,,,119,5144,,0,False
docs/release/backend_runtime_wiring_status_rollup.md,Backend Runtime Wiring Status Rollup,Backend Runtime Wiring Status Rollup,,,,,,,16,493,,0,False
docs/release/backend_runtime_wiring_test_pack.md,Backend Runtime Wiring Test Pack,Backend Runtime Wiring Test Pack,,,,,,,21,713,,0,False
docs/release/backup_drill_evidence.md,Backup Drill Evidence,Backup Drill Evidence,,,,,,,12,225,,0,False
docs/release/beta_blocker_burndown_plan.md,Beta Blocker Burn-Down Plan,Beta Blocker Burn-Down Plan,,,,,,,33,2225,,0,False
docs/release/beta_evidence_integrity_repair_report.md,Beta Evidence Integrity Repair Report,Beta Evidence Integrity Repair Report,,,,,,,23,1222,,0,False
docs/release/beta_evidence_source_policy.md,Beta Evidence Source Policy,Beta Evidence Source Policy,,,,,,,41,1417,,0,False
docs/release/beta_no_go_handoff_packet.md,Beta NO-GO Handoff Packet,Beta NO-GO Handoff Packet,,,,,,,57,3180,,0,False
docs/release/beta_product_scope.md,Beta Product Scope,Beta Product Scope,,,,,,,26,906,,0,False
docs/release/beta_readiness_status.md,Beta Readiness Status,Beta Readiness Status,,,,,,,22,439,,0,False
docs/release/beta_release_owner_memo.md,Beta Release Owner Memo,Beta Release Owner Memo,,,,,,,6,151,,0,False
docs/release/branch_protection_evidence.md,Branch Protection Evidence,Branch Protection Evidence,,,,,,,24,584,,0,False
docs/release/ci_auth_refresh_db_proof_workflow_status.md,CI Auth Refresh DB Proof Workflow Status,CI Auth Refresh DB Proof Workflow Status,,,,,,,32,1284,,0,False
docs/release/ci_authority_status.md,CI Authority Status,CI Authority Status,,,,,,,33,2847,,0,False
docs/release/ci_evidence.md,CI Authority Evidence,CI Authority Evidence,,,,,,,36,731,,0,False
docs/release/ci_evidence_status.md,CI Evidence Status,CI Evidence Status,,,,,,,33,1199,,0,False
docs/release/ci_run_evidence_status.md,CI Run Evidence Status,CI Run Evidence Status,,,,,,,31,801,,0,False
docs/release/ci_workflow_consolidation.md,EduBoost V2 CI Workflow Consolidation Plan,EduBoost V2 CI Workflow Consolidation Plan,,,,,,,37,1293,,0,False
docs/release/consent_callsite_inventory.md,Archived documentation redirect,Archived documentation redirect,archived,documentation-governance,reviewer,False,2026-06-22,180,25,848,,0,True
docs/release/consent_candidate_execution_ledger.md,Consent Candidate Execution Ledger,Consent Candidate Execution Ledger,,,,,,,15,428,,0,False
docs/release/consent_runtime_compatibility_slice_001.md,Consent Runtime Compatibility Slice 001,Consent Runtime Compatibility Slice 001,,,,,,,21,640,,0,False
docs/release/consent_runtime_integration_target_map.md,Consent Runtime Integration Target Map,Consent Runtime Integration Target Map,,,,,,,14,365,,0,False
docs/release/consent_runtime_repair_checklist.md,Consent Runtime Repair Checklist,Consent Runtime Repair Checklist,,,,,,,22,971,,0,False
docs/release/consent_runtime_repair_slice_002.md,Consent Runtime Repair Slice 002,Consent Runtime Repair Slice 002,,,,,,,15,440,,0,False
docs/release/consent_service_compatibility_contract.md,Consent Service Compatibility Contract,Consent Service Compatibility Contract,,,,,,,35,1416,,0,False
docs/release/content_factory_refreshed_status.md,Content Factory Refreshed Status,Content Factory Refreshed Status,,,,,,,50,4490,,0,False
docs/release/content_readiness_status.md,Content Readiness Status,Content Readiness Status,,,,,,,27,1387,,0,False
docs/release/current/README.md,Current Release Documentation Index,Current Release Documentation,active,release-management,reviewer,True,2026-06-22,14,22,763,,0,True
docs/release/db_backup_restore_rollback_evidence_status.md,DB Backup / Restore / Rollback Evidence Status,DB Backup / Restore / Rollback Evidence Status,,,,,,,54,1349,,0,False
docs/release/db_live_only_table_ownership_status.md,DB Live-Only Table Ownership Status,DB Live-Only Table Ownership Status,,,,,,,31,1468,,0,False
docs/release/db_migration_seed_repeatability_status.md,DB Migration + Seed Repeatability Status,DB Migration + Seed Repeatability Status,,,,,,,69,2114,,0,False
docs/release/deep_readiness_implementation_blueprint.md,Deep Readiness Implementation Blueprint,Deep Readiness Implementation Blueprint,,,,,,,22,665,,0,False
docs/release/deep_readiness_implementation_checklist.md,Deep Readiness Implementation Checklist,Deep Readiness Implementation Checklist,,,,,,,20,750,,0,False
docs/release/deep_readiness_route_contract_slice_002.md,Deep Readiness Route Contract Slice 002,Deep Readiness Route Contract Slice 002,,,,,,,14,431,,0,False
docs/release/deep_readiness_route_implementation_gate.md,Deep Readiness Route Implementation Gate,Deep Readiness Route Implementation Gate,,,,,,,11,353,,0,False
docs/release/deep_readiness_runtime_integration_target_map.md,Deep-Readiness Runtime Integration Target Map,Deep-Readiness Runtime Integration Target Map,,,,,,,14,371,,0,False
docs/release/diag_deep_health_runtime_status.md,Diagnostic Deep Health Runtime Evidence Status,Diagnostic Deep Health Runtime Evidence Status,,,,,,,59,1596,,0,False
docs/release/diagnostic_item_bank_canonicality_status.md,Diagnostic Item-Bank Policy Status,Diagnostic Item-Bank Policy Status,,,,,,,58,3348,,0,False
docs/release/diagnostic_score_live_audit_status.md,Diagnostic Score Live Audit Status,Diagnostic Score Live Audit Status,,,,,,,98,3632,,0,False
docs/release/diagnostics_data_integrity_repair_report.md,Diagnostics Data Integrity Repair Report,Diagnostics Data Integrity Repair Report,,,,,,,10,355,,0,False
docs/release/diagnostics_db_integrity_proof.md,Diagnostics DB Integrity Proof,Diagnostics DB Integrity Proof,,,,,,,12,206,,0,False
docs/release/diagnostics_dynamic_repository_boundary_repair_report.md,Diagnostics Dynamic Repository Boundary Repair Report,Diagnostics Dynamic Repository Boundary Repair Report,,,,,,,10,334,,0,False
docs/release/diagnostics_jobs_integrity_introspection.md,Diagnostics and Jobs Integrity Introspection,Diagnostics and Jobs Integrity Introspection,,,,,,,38,899,,0,False
docs/release/diagnostics_jobs_remaining_blockers.md,Diagnostics and Jobs Remaining Blockers,Diagnostics and Jobs Remaining Blockers,,,,,,,16,654,,0,False
docs/release/diagnostics_route_transaction_gap_plan.md,Diagnostics Route Transaction Gap Plan,Diagnostics Route Transaction Gap Plan,,,,,,,27,949,,0,False
docs/release/diagnostics_route_transaction_live_db_evidence.md,Diagnostics Route Transaction Live DB Evidence,Diagnostics Route Transaction Live DB Evidence,,,,,,,28,650,,0,False
docs/release/diagnostics_route_transaction_slice_report.md,Diagnostics Route Transaction Slice Report,Diagnostics Route Transaction Slice Report,,,,,,,49,1827,,0,False
docs/release/diagnostics_scoring_snapshot_repair_report.md,Diagnostics Scoring Snapshot Repair Report,Diagnostics Scoring Snapshot Repair Report,,,,,,,8,297,,0,False
docs/release/diagnostics_session_binding_repair_report.md,Diagnostics Session Binding Repair Report,Diagnostics Session Binding Repair Report,,,,,,,12,452,,0,False
docs/release/disposable_db_schema_proof_execution_report.md,Disposable DB Schema Proof Execution Report,Disposable DB Schema Proof Execution Report,,,,,,,8,168,,0,False
docs/release/docker_hardening_status.md,Docker Hardening Status,Docker Hardening Status,,,,,,,4,122,,0,False
docs/release/eduboost-v2-technical-audit-2026-06-02.md,EduBoost V2 Technical Audit,EduBoost V2 Technical Audit,,,,,,,380,20636,production-ready;release-ready,0,False
docs/release/evidence_attachment_runbook.md,Evidence Attachment Runbook,Evidence Attachment Runbook,,,,,,,90,5177,,0,False
docs/release/external_approval_status.md,External Approval Status,External Approval Status,,,,,,,37,1584,,0,False
docs/release/external_approvals/content_approval.md,Educator/content release approval,Educator/content release approval,,,,,,,22,522,,0,False
docs/release/external_approvals/legal_approval.md,POPIA/legal release approval,POPIA/legal release approval,,,,,,,22,515,,0,False
docs/release/external_approvals/security_approval.md,Security release approval,Security release approval,,,,,,,22,510,,0,False
docs/release/external_approvals/staging_acceptance.md,Staging acceptance approval,Staging acceptance approval,,,,,,,22,516,,0,False
